N_unmapped	1439443	1439443	1439443
N_multimapping	5957598	5957598	5957598
N_noFeature	14238556	99936794	15321028
N_ambiguous	5660132	154236	1646636
ENSSSCG00000028996	0	0	0
ENSSSCG00000005267	4414	24	4390
ENSSSCG00000005268	12	0	12
ENSSSCG00000005269	45	0	45
ENSSSCG00000031382	860	41	819
ENSSSCG00000005271	3968	7	3961
ENSSSCG00000005272	50	1	55
ENSSSCG00000005273	6961	22	6945
ENSSSCG00000045514	0	0	0
ENSSSCG00000023520	17	17	0
ENSSSCG00000057774	2	0	2
ENSSSCG00000037277	1914	2	1912
ENSSSCG00000005277	452	0	452
ENSSSCG00000039009	64	34	30
ENSSSCG00000060679	0	0	0
ENSSSCG00000005279	0	0	0
ENSSSCG00000005282	8827	42	8785
ENSSSCG00000004361	21	0	21
ENSSSCG00000004349	4520	25	4495
ENSSSCG00000004272	1689	0	1689
ENSSSCG00000037594	17310	81	18323
ENSSSCG00000044472	12	0	12
ENSSSCG00000004261	1	0	1
ENSSSCG00000050732	0	1094	0
ENSSSCG00000004351	2172	4	2168
ENSSSCG00000004262	727	0	727
ENSSSCG00000038757	587	4	583
ENSSSCG00000004353	5517	12	5505
ENSSSCG00000005284	148	76	72
ENSSSCG00000050902	0	0	0
ENSSSCG00000004263	1862	0	1869
ENSSSCG00000021802	5616	12	5604
ENSSSCG00000031105	228	0	228
ENSSSCG00000004354	0	0	0
ENSSSCG00000004355	0	0	0
ENSSSCG00000034919	8	0	8
ENSSSCG00000023834	87	94	0
ENSSSCG00000032533	16	16	0
ENSSSCG00000031854	1	0	1
ENSSSCG00000025941	56840	46	56794
ENSSSCG00000004356	0	0	0
ENSSSCG00000030268	22393	33	22360
ENSSSCG00000027002	305	58	305
ENSSSCG00000004243	0	0	0
ENSSSCG00000005266	49	0	49
ENSSSCG00000004246	1091	0	1098
ENSSSCG00000004247	945	469	483
ENSSSCG00000004249	9819	9	9810
ENSSSCG00000005288	4777	9	4768
ENSSSCG00000035934	663	0	663
ENSSSCG00000044405	435	435	0
ENSSSCG00000062089	38	38	0
ENSSSCG00000005036	21	9	12
ENSSSCG00000004241	0	0	0
ENSSSCG00000005037	5719	4	5715
ENSSSCG00000004242	27	0	27
ENSSSCG00000035799	0	0	0
ENSSSCG00000044458	0	0	0
ENSSSCG00000005291	226	0	226
ENSSSCG00000005038	6153	21	6132
ENSSSCG00000028308	0	0	0
ENSSSCG00000004245	0	0	0
ENSSSCG00000033805	7	0	7
ENSSSCG00000037497	9	0	9
ENSSSCG00000033763	1336	9	1327
ENSSSCG00000004344	730	25	764
ENSSSCG00000005286	1076	0	1076
ENSSSCG00000004274	0	0	0
ENSSSCG00000005039	1995	22	2084
ENSSSCG00000005040	1759	172	1698
ENSSSCG00000004250	0	0	0
ENSSSCG00000005287	25	0	25
ENSSSCG00000005041	17	0	17
ENSSSCG00000020885	3423	47	3376
ENSSSCG00000058846	2	2	0
ENSSSCG00000004252	0	0	0
ENSSSCG00000043640	0	0	0
ENSSSCG00000004253	2254	11	2509
ENSSSCG00000044537	0	0	0
ENSSSCG00000056780	0	0	0
ENSSSCG00000051979	0	0	0
ENSSSCG00000041232	0	0	0
ENSSSCG00000051842	0	0	0
ENSSSCG00000054867	0	0	0
ENSSSCG00000056863	0	0	0
ENSSSCG00000060009	464	7	457
ENSSSCG00000054241	0	0	0
ENSSSCG00000053090	0	0	0
ENSSSCG00000054181	51	0	51
ENSSSCG00000062298	36	36	0
ENSSSCG00000049009	0	0	0
ENSSSCG00000062781	0	0	0
ENSSSCG00000044318	0	0	0
ENSSSCG00000044799	0	0	0
ENSSSCG00000044702	0	0	0
ENSSSCG00000063502	4	0	4
ENSSSCG00000058465	0	0	0
ENSSSCG00000057281	0	0	0
ENSSSCG00000053750	0	0	0
ENSSSCG00000062448	0	0	0
ENSSSCG00000051943	0	0	0
ENSSSCG00000059191	0	0	0
ENSSSCG00000004364	3874	3	3871
ENSSSCG00000055927	0	0	0
ENSSSCG00000041713	0	0	0
ENSSSCG00000061344	0	0	0
ENSSSCG00000005043	1226	0	1226
ENSSSCG00000057315	0	0	0
ENSSSCG00000053831	9	9	0
ENSSSCG00000052615	0	0	0
ENSSSCG00000043786	0	0	0
ENSSSCG00000004254	72	266	72
