N_unmapped	6764012	6764012	6764012
N_multimapping	1225728	1225728	1225728
N_noFeature	8865226	74405989	9511303
N_ambiguous	6032561	65961	2257608
LOC124418406	0	0	0
LOC121106832	2	2	0
LOC107049418	74	29	45
LOC124417607	68	2526	33
RNF212B	317	8	2800
CARMIL3	457	0	457
DHRS4	354	0	354
LOC121106805	0	0	0
LOC121110902	0	0	0
LOC121107380	0	0	0
LOC121110878	0	0	0
LOC121107381	0	0	0
LOC112531646	0	0	0
LOC121107383	0	0	0
LOC121110879	0	0	0
LOC121110880	0	0	0
LOC121109522	0	0	0
LOC121109525	0	0	0
LOC121109523	0	0	0
LOC112531610	0	0	0
CLC2DL4	1186	0	1186
LOC121113333	235	42	193
LOC112532872	409	38	371
LOC776463	604	14	590
LOC121113327	110	42	68
LOC121113351	4	0	4
LOC121109244	0	0	0
LOC121109239	18	0	18
LOC101747821	1	0	1
LOC121113360	33	7	26
LOC121113328	92	0	92
LOC107055489	1760	18	1837
LOC121106485	120	17	103
CLC2DL5	279	0	279
LOC124418403	7	0	7
LOC121109243	302	6	297
LOC121113330	0	0	0
LOC121113331	32	0	32
LOC121109246	0	0	0
LOC121109235	1	1	0
LOC124418405	20081	2703	17475
CD69L	5284	67	5217
LOC124418404	1	0	1
LOC121113329	0	0	0
LOC107049847	2042	39	2003
LOC121113363	2	2	0
LOC430443	6	5	1
GOLGB1	1647	1	1647
HCLS1	18329	35	18294
OR9Q1	0	0	0
NME6	390	0	390
RABL2A	421	20	401
ACR	8	0	8
ARSA	1041	0	1041
ACRL	0	0	0
MIR12207	0	0	0
SHANK3	395	0	395
MIR6708	0	0	0
MIR1604	0	0	0
LOC121109250	0	0	0
LOC124417014	0	0	0
LOC124417137	0	0	0
LOC124417863	0	0	0
PAX4	0	0	0
ARF5	702	0	702
GCC1	1107	56	1051
DENND6B	3181	31	3150
PPP6R2	9311	31	9280
MIR1651	18	0	18
SBF1	14805	2	14803
LOC121109567	15	0	15
ADM2	0	0	0
MIOX	0	0	0
LMF2	2911	0	3289
NCAPH2	261	445	482
LOC121109254	0	237	51
SCO2	935	0	935
IRF5	217	19	198
TNPO3	1669	6	1833
LOC112532892	22	164	28
SMO	195	0	195
AHCYL2	1065	0	1065
LOC121109256	13	0	28
LOC121109255	0	15	0
STRIP2	0	0	0
LOC107053537	124	92	110
SMKR1	0	1	74
NRF1	1599	14	1616
LOC121109257	0	28	0
MIR182	0	0	0
MIR96	0	0	0
MIR183	0	0	0
UBE2H	9212	6	9207
ZC3HC1	460	0	460
KLHDC10	1397	1	1396
MIR6629	7	0	7
LOC100859230	7	7	0
TMEM209	243	0	243
CPA2	0	0	0
CPA5	0	0	0
CPA1	0	0	0
CEP41	109	0	109
MEST	32	60	30
COPG2	2866	4	2920
IL15RA	232	59	178
FBXO18	1989	20	1975
